run,source_group,function,opcode,warp_instructions,thread_instructions,predicated_thread_instructions,stall_samples
leaf_q32_r300,0,__internal_accurate_pow,SHF.R.S32.HI,8457958,20049956,0,14485
leaf_q32_r300,0,__internal_accurate_pow,FSEL,86101970,496543450,496543450,229380
leaf_q32_r300,0,__internal_accurate_pow,LEA,8457958,20049956,0,1073
leaf_q32_r300,0,__internal_accurate_pow,BSYNC.RECONVERGENT,42788189,228221769,228221769,5868
leaf_q32_r300,0,__internal_accurate_pow,DSETP.NEU.AND,34593027,228221769,228221769,35660
leaf_q32_r300,0,__internal_accurate_pow,RET.ABS.NODEC,34593027,228221769,228221769,1044
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",LDC,13408150,415436722,415436722,1226
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",LDCU.64,4290608,137299456,137299456,41
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",IADD,68184448,1432128040,1153990742,6346
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",UMOV,9133330,278137298,278137298,308
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",MOV,145367848,1503835583,1503835583,39339
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",LDC.64,14488696,422513462,422513462,1346
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",LDG.E,92263860,1153555976,1153555976,41873
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",IMAD.WIDE,83138424,877243616,877243616,35732
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",S2UR,4290608,137299456,137299456,35
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",IABS,13699995,417205947,417205947,1476
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",I2F.RP,4566665,139068649,139068649,153
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",LOP3.LUT,44262683,509897389,370828740,149574
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",MUFU.RCP,4566665,139068649,139068649,340
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",F2I.FTZ.U32.TRUNC.NTZ,4566665,139068649,139068649,303
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",IMAD,10758096,292402140,292402140,1040
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",HFMA2,38899783,365549703,365549703,1400
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",IMAD.HI.U32,9133330,278137298,278137298,1201
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",ISETP.GT.U32.AND,4566665,139068649,139068649,329
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",ISETP.GE.AND,9393599,278137234,278137234,1620
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",ISETP.GE.U32.AND,4834828,140837810,140837810,368
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",ISETP.NE.AND,52836005,566510541,566510541,18154
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",IADD3,4290608,137299456,137299456,230
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",S2R,8849379,274598912,274598912,1120
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",ISETP.GE.OR,4290608,137299456,137299456,545
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",BRA,49610155,436287729,425658492,11666
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",BSSY.RECONVERGENT,35397516,233529284,233529284,1096
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",ISETP.GT.AND,268163,1769161,1769161,335
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",VIMNMX.U32,268163,1769161,1769161,93
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",IMAD.SHL.U32,268163,1769161,1769161,50
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",SHF.R.S32.HI,268163,1769161,1769161,283
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",BRX,268163,1769161,1769161,37
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",IADD.64,268163,1769161,1769161,163
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",FADD,34324864,226452608,226452608,54583
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",FSEL,138640271,914656237,914656237,9898
leaf_q32_r300,1,"dataProcessRnn(TN *, float, float *, int *, int *, char *, int *, int *, int, int *, int, int *, int)",F2F.F64.F32,94661539,624513833,624513833,19780
